지진해일대피소명,지진해일대피소구분,지진해일대피소유형,지진해일대피소유형구분,소재지도로명주소,소재지지번주소,위도,경도,수용가능면적,최대수용인원수,지진해일대피소운영상태,지진해일대피소전화번호,부대편의시설,주민대피지구명,주민대피지구내가구수,주민대피지구내거주인수,주민대피지구내재해약자수,내진적용여부,내진설계등급,해안선이격거리,해발높이,지진대피안내표지판수,긴급대피장소안내표지판수,지진대피로안내표지판수,관리기관명,관리기관전화번호,데이터기준일자
남초교뒷산,지진해일대피소,지진해일 긴급대피장소,공터,강원도 삼척시 오분동 164-2,강원도 삼척시 오분동 164-2,37.425834,129.186839,264,80,Y,033-570-3887,,오분지구,,,,미적용,,480,41,,,,삼척시,033-570-3887,2019-06-30
오분마을회관뒤공터,지진해일대피소,지진해일 긴급대피장소,공터,강원도 삼척시 오분동 212,강원도 삼척시 오분동 212,37.4274840979,129.1897730638,297,90,Y,033-570-3887,,오분지구,,,,미적용,,460,32,,,,삼척시,033-570-3887,2019-06-30
오분파출소뒷편,지진해일대피소,지진해일 긴급대피장소,공터,강원도 삼척시 오분동 228-5,강원도 삼척시 오분동 228-5,37.4303964,129.1888574,264,80,Y,033-570-3887,,오분지구,,,,미적용,,257,39,,,,삼척시,033-570-3887,2019-06-30
척추동해비,지진해일대피소,지진해일 긴급대피장소,공터,강원도 삼척시 정상동 82-1,강원도 삼척시 정상동 82-1,37.4357221369,129.1842832725,330,100,Y,033-570-3887,,정라지구,,,,미적용,,508,34,,,,삼척시,033-570-3887,2019-06-30
감로사앞공터,지진해일대피소,지진해일 긴급대피장소,공터,강원도 삼척시 정상동 3-1,강원도 삼척시 정상동 3-1,37.440605,129.183813,330,100,Y,033-570-3887,,정라지구,,,,미적용,,368,38,,,,삼척시,033-570-3887,2019-06-30
정라마을회관뒤공터,지진해일대피소,지진해일 긴급대피장소,공터,강원도 삼척시 정하동 28-1,강원도 삼척시 정하동 28-1,37.442234,129.187489,330,100,Y,033-570-3887,,정라지구,,,,미적용,,548,76,,,,삼척시,033-570-3887,2019-06-30
조각공원뒷산,지진해일대피소,지진해일 긴급대피장소,공터,강원도 삼척시 교동 85-5,강원도 삼척시 교동 85-5,37.4564988,129.184913,330,100,Y,033-570-3887,,정라지구,,,,미적용,,247,27,,,,삼척시,033-570-3887,2019-06-30
농업기술센터,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 울릉군 울릉읍 사동리 541-8,경상북도 울릉군 울릉읍 사동리 541-8,37.4642162,130.8722842,660,200,Y,054-790-6332,,사동지구,,,,미적용,,185,38,,,,울릉군,054-790-6332,2019-06-30
삼척요양원앞공터,지진해일대피소,지진해일 긴급대피장소,공터,강원도 삼척시 교동 395,강원도 삼척시 교동 395,37.4619928,129.174477,495,150,Y,033-570-3887,,후진지구,,,,미적용,,575,37,,,,삼척시,033-570-3887,2019-06-30
서면사무소,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 울릉군 서면 남양리 180,경상북도 울릉군 서면 남양리 180,37.4671772,130.8547110,330,100,Y,054-790-6332,,남양지구,,,,미적용,,136,16,,,,울릉군,054-790-6332,2019-06-30
삼척MBC앞공터,지진해일대피소,지진해일 긴급대피장소,공터,강원도 삼척시 교동 갈천동 111,강원도 삼척시 교동 갈천동 111,37.463388,129.163119,495,150,Y,033-570-3887,,후진지구,,,,미적용,,261,30,,,,삼척시,033-570-3887,2019-06-30
남양초등학교,지진해일대피소,지진해일 긴급대피장소,운동장,경상북도 울릉군 서면 남서리 30-3,경상북도 울릉군 서면 남서리 30-3,37.4734860,130.8347969,1320,400,Y,054-791-2296,,남양지구,,,,미적용,,336,21,,,,울릉군,054-791-2296,2019-06-30
쏠비치주자창,지진해일대피소,지진해일 긴급대피장소,공터,강원도 삼척시 갈천동 225,강원도 삼척시 갈천동 225,37.4723264,129.164759,660,200,Y,033-570-3887,,후진지구,,,,미적용,,580,40,,,,삼척시,033-570-3887,2019-06-30
쏠비치주자창,지진해일대피소,지진해일 긴급대피장소,기타,강원도 삼척시 교동 산61-3,강원도 삼척시 교동 산61-3,37.472401,129.164759,660,200,Y,033-570-3887,,증산지구,,,,미적용,,437,40,,,,삼척시,033-570-3887,2019-06-30
심심사앞공터,지진해일대피소,지진해일 긴급대피장소,공터,강원도 삼척시 교동 증산동 63,강원도 삼척시 교동 증산동 63,37.473001,129.161064,165,50,Y,033-570-3887,,증산지구,,,,미적용,,164,20,,,,삼척시,033-570-3887,2019-06-30
이사부공원공터,지진해일대피소,지진해일 긴급대피장소,공터,강원도 삼척시 교동 증산동 1,강원도 삼척시 교동 증산동 1,37.475559,129.159032,660,200,Y,033-570-3887,,증산지구,,,,미적용,,344,32,,,,삼척시,033-570-3887,2019-06-30
추암택지,지진해일대피소,지진해일 긴급대피장소,기타,강원도 동해시 추암동 24-2,강원도 동해시 추암동 24-2,37.475812,129.156067,1650,500,Y,033-530-2313,,추암지구,,,,미적용,,500,35,,,,동해시,033-530-2313,2019-06-30
북평공단 소공원,지진해일대피소,지진해일 긴급대피장소,공터,강원도 동해시 구호동 249-1,강원도 동해시 구호동 249-1,37.479607,129.155405,660,200,Y,033-530-2313,,추암지구,,,,미적용,,400,13,,,,동해시,033-530-2313,2019-06-30
추암조각공원,지진해일대피소,지진해일 긴급대피장소,공터,강원도 동해시 추암동 477,강원도 동해시 추암동 477,37.479682,129.157434,1320,400,Y,033-530-2313,,추암지구,,,,미적용,,350,11,,,,동해시,033-530-2313,2019-06-30
울릉중학교,지진해일대피소,지진해일 긴급대피장소,운동장,경상북도 울릉군 울릉읍 도동리 223-8,경상북도 울릉군 울릉읍 도동리 223-8,37.4889043,130.9014516,1320,400,Y,054-791-2296,,도동지구,,,,미적용,,328,48,,,,울릉군,054-791-2296,2019-06-30
만경대,지진해일대피소,지진해일 긴급대피장소,공터,강원도 동해시 구미동 산53,강원도 동해시 구미동 산53,37.487154,129.136641,165,50,Y,033-530-2313,,추암지구,,,,미적용,,100,31,,,,동해시,033-530-2313,2019-06-30
하수종말처리장,지진해일대피소,지진해일 긴급대피장소,기타,강원도 동해시 구미동 산5-9,강원도 동해시 구미동 산5-9,37.490505,129.143402,330,100,Y,033-530-2313,,추암지구,,,,미적용,,500,31,,,,동해시,033-530-2313,2019-06-30
할미바위 옆 쉼터,지진해일대피소,지진해일 긴급대피장소,공터,강원도 동해시 구미동 산5-1,강원도 동해시 구미동 산5-1,37.490779,129.145446,660,200,Y,033-530-2313,,추암지구,,,,미적용,,400,15,,,,동해시,033-530-2313,2019-06-30
울릉고등학교,지진해일대피소,지진해일 긴급대피장소,운동장,경상북도 울릉군 울릉읍 도동리 350,경상북도 울릉군 울릉읍 도동리 350,37.4929957097,130.9073522880,2310,700,Y,054-791-2296,,저동지구,,,,미적용,,192,27,,,,울릉군,054-791-2296,2019-06-30
우산중학교,지진해일대피소,지진해일 긴급대피장소,운동장,경상북도 울릉군 울릉읍 남강리 1113,경상북도 울릉군 울릉읍 남강리 1113,37.494907,130.906256,1650,500,Y,054-791-2296,,저동지구,,,,미적용,,330,45,,,,울릉군,054-791-2296,2019-06-30
태하출장소,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 울릉군 서면 태하리 695-8,경상북도 울릉군 서면 태하리 695-8,37.5149963,130.7975800,165,50,Y,054-790-6332,,태하지구,,,,미적용,,343,14,,,,울릉군,054-790-6332,2019-06-30
태하분교,지진해일대피소,지진해일 긴급대피장소,운동장,경상북도 울릉군 서면 태하리 521-2,경상북도 울릉군 서면 태하리 521-2,37.5172236,130.8006330,165,50,Y,054-791-2296,,태하지구,,,,미적용,,351,16,,,,울릉군,054-791-2296,2019-06-30
감추사해안도로주차장,지진해일대피소,지진해일 긴급대피장소,공터,강원도 동해시 천곡동 1090-28,강원도 동해시 천곡동 1090-28,37.515598,129.124922,99,30,Y,033-530-2313,,용정지구,,,,미적용,,150,27,,,,동해시,033-530-2313,2019-06-30
법원삼거리옆 산책로,지진해일대피소,지진해일 긴급대피장소,공터,강원도 동해시 천곡동 1090-14,강원도 동해시 천곡동 1090-14,37.519598,129.121746,330,100,Y,033-530-2313,,천곡지구,,,,미적용,,260,18,,,,동해시,033-530-2313,2019-06-30
울릉서중학교,지진해일대피소,지진해일 긴급대피장소,운동장,경상북도 울릉군 북면 현포리 549,경상북도 울릉군 북면 현포리 549,37.5281414,130.8205636,1320,400,Y,054-791-2296,,남양지구,,,,미적용,,228,17,,,,울릉군,054-791-2296,2019-06-30
가세마을야산,지진해일대피소,지진해일 긴급대피장소,공터,강원도 동해시 천곡동 1-4,강원도 동해시 천곡동 1-4,37.527528,129.121971,330,100,Y,033-530-2313,,천곡지구,,,,미적용,,300,22,,,,동해시,033-530-2313,2019-06-30
하평 주차장,지진해일대피소,지진해일 긴급대피장소,공터,강원도 동해시 천곡동 84-1,강원도 동해시 천곡동 84-1,37.533878,129.115729,165,50,Y,033-530-2313,,부곡지구,,,,미적용,,150,13,,,,동해시,033-530-2313,2019-06-30
평릉공원,지진해일대피소,지진해일 긴급대피장소,공터,강원도 동해시 평릉동 102-2,강원도 동해시 평릉동 102-2,37.536024,129.112147,330,100,Y,033-530-2313,,부곡지구,,,,미적용,,400,22,,,,동해시,033-530-2313,2019-06-30
현포분교,지진해일대피소,지진해일 긴급대피장소,운동장,경상북도 울릉군 북면 천부리 694,경상북도 울릉군 북면 천부리 694,37.5406249,130.8701618,990,300,Y,054-791-2296,,현포지구,,,,미적용,,231,33,,,,울릉군,054-791-2296,2019-06-30
천부초등학교,지진해일대피소,지진해일 긴급대피장소,운동장,경상북도 울릉군 북면 천부리 529-8,경상북도 울릉군 북면 천부리 529-8,37.5447131,130.8734365,990,300,Y,054-791-2296,,천부지구,,,,미적용,,228,55,,,,울릉군,054-791-2296,2019-06-30
묵호대교,지진해일대피소,지진해일 긴급대피장소,기타,강원도 동해시 발한동 80-303,강원도 동해시 발한동 80-303,37.541447,129.110979,990,300,Y,033-530-2313,,"묵호,발한지구",,,,미적용,,300,22,,,,동해시,033-530-2313,2019-06-30
산제골도로,지진해일대피소,지진해일 긴급대피장소,기타,강원도 동해시 묵호진동 78-60,강원도 동해시 묵호진동 78-60,37.553543,129.113747,660,200,Y,033-530-2313,,"묵호,발한지구",,,,미적용,,250,30,,,,동해시,033-530-2313,2019-06-30
논골도로,지진해일대피소,지진해일 긴급대피장소,기타,강원도 동해시 묵호진동 102-9,강원도 동해시 묵호진동 102-9,37.554126,129.116271,660,200,Y,033-530-2313,,"묵호,발한지구",,,,미적용,,250,29,,,,동해시,033-530-2313,2019-06-30
일출공원,지진해일대피소,지진해일 긴급대피장소,공터,강원도 동해시 묵호진동 2-126,강원도 동해시 묵호진동 2-126,37.555070,129.120040,330,100,Y,033-530-2313,,"묵호,발한지구",,,,미적용,,50,23,,,,동해시,033-530-2313,2019-06-30
동해비치호텔위 마을주차장,지진해일대피소,지진해일 긴급대피장소,공터,강원도 동해시 묵호진동 2-42,강원도 동해시 묵호진동 2-42,37.557873,129.120719,330,100,Y,033-530-2313,,어달지구,,,,미적용,,100,20,,,,동해시,033-530-2313,2019-06-30
바위섬횟집뒤 도로,지진해일대피소,지진해일 긴급대피장소,기타,강원도 동해시 어달동 11-11,강원도 동해시 어달동 11-11,37.560734,129.118912,330,100,Y,033-530-2313,,어달지구,,,,미적용,,100,16,,,,동해시,033-530-2313,2019-06-30
선창횟집뒤,지진해일대피소,지진해일 긴급대피장소,공터,강원도 동해시 어달동 25,강원도 동해시 어달동 25,37.562864,129.119225,1320,400,Y,033-530-2313,,어달지구,,,,미적용,,90,20,,,,동해시,033-530-2313,2019-06-30
어달소공원,지진해일대피소,지진해일 긴급대피장소,공터,강원도 동해시 어달동 47,강원도 동해시 어달동 47,37.565480,129.118624,1320,400,Y,033-530-2313,,어달지구,,,,미적용,,280,28,,,,동해시,033-530-2313,2019-06-30
어달마을내 도로,지진해일대피소,지진해일 긴급대피장소,기타,강원도 동해시 어달동 134-5,강원도 동해시 어달동 134-5,37.567126,129.117725,1320,400,Y,033-530-2313,,어달지구,,,,미적용,,100,12,,,,동해시,033-530-2313,2019-06-30
단병공입구,지진해일대피소,지진해일 긴급대피장소,기타,강원도 동해시 대진동 155-8,강원도 동해시 대진동 155-8,37.577017,129.114684,660,200,Y,033-530-2313,,어달지구,,,,미적용,,200,24,,,,동해시,033-530-2313,2019-06-30
대진도로,지진해일대피소,지진해일 긴급대피장소,기타,강원도 동해시 대진동 196-4,강원도 동해시 대진동 196-4,37.579834,129.112595,990,300,Y,033-530-2313,,어달지구,,,,미적용,,100,15,,,,동해시,033-530-2313,2019-06-30
목재유통센터,지진해일대피소,지진해일 긴급대피장소,공터,강원도 동해시 망상동 721,강원도 동해시 망상동 721,37.581666,129.099655,1320,400,Y,033-530-2313,,노봉지구,,,,미적용,,700,28,,,,동해시,033-530-2313,2019-06-30
노봉택지,지진해일대피소,지진해일 긴급대피장소,공터,강원도 동해시 망상동 14-5,강원도 동해시 망상동 14-5,37.582091,129.105464,1320,400,Y,033-530-2313,,노봉지구,,,,미적용,,550,27,,,,동해시,033-530-2313,2019-06-30
노봉해수욕장내 야산,지진해일대피소,지진해일 긴급대피장소,공터,강원도 동해시 망상동 170-1,강원도 동해시 망상동 170-1,37.588287,129.098160,1320,400,Y,033-530-2313,,노봉지구,,,,미적용,,100,19,,,,동해시,033-530-2313,2019-06-30
망상초등학교 옆,지진해일대피소,지진해일 긴급대피장소,공터,강원도 동해시 망상동 360-5,강원도 동해시 망상동 360-5,37.591345,129.089602,6600,2000,Y,033-530-2313,,망상지구,,,,미적용,,330,10,,,,동해시,033-530-2313,2019-06-30
해군전적비,지진해일대피소,지진해일 긴급대피장소,공터,강원도 동해시 망상동 396-40,강원도 동해시 망상동 396-40,37.593910,129.084662,9900,3000,Y,033-530-2313,,망상지구,,,,미적용,,290,17,,,,동해시,033-530-2313,2019-06-30
기곡마을입구,지진해일대피소,지진해일 긴급대피장소,공터,강원도 동해시 망상동 409-21,강원도 동해시 망상동 409-21,37.596084,129.080633,16500,5000,Y,033-530-2313,,망상지구,,,,미적용,,460,24,,,,동해시,033-530-2313,2019-06-30
옥계역,지진해일대피소,지진해일 긴급대피장소,기타,강원도 강릉시 옥계면 주수리 100,강원도 강릉시 옥계면 주수리 100,37.6166674,129.0501738,231,70,Y,033-640-5531,,옥계,,,,적용,1등급,600,11,,,,강릉시,033-640-5531,2019-06-30
한국여성수련원,지진해일대피소,지진해일 긴급대피장소,기타,강원도 강릉시 옥계면 금진리 464-1,강원도 강릉시 옥계면 금진리 464-1,37.6296988,129.0460249,20790,6300,Y,033-640-5532,,옥계,,,,적용,1등급,300,10,,,,강릉시,033-640-5532,2019-06-30
기마봉 야산,지진해일대피소,지진해일 긴급대피장소,공터,강원도 강릉시 옥계면 금진리 96,강원도 강릉시 옥계면 금진리 96,37.655441,129.048468,6600,2000,Y,033-640-5533,,옥계,,,,미적용,,300,10,,,,강릉시,033-640-5533,2019-06-30
곰두리연수원,지진해일대피소,지진해일 긴급대피장소,기타,강원도 강릉시 강동면 심곡리 57,강원도 강릉시 강동면 심곡리 57,37.6671145,129.0506076,495,150,Y,033-640-5530,,심곡,,,,적용,2등급,350,61,,,,강릉시,033-640-5530,2019-06-30
정동허브랜드,지진해일대피소,지진해일 긴급대피장소,기타,강원도 강릉시 강동면 정동진리 51-4,강원도 강릉시 강동면 정동진리 51-4,37.6809901,129.0416680,858,260,Y,033-640-5529,,정동지구,,,,적용,2등급,400,63,,,,강릉시,033-640-5529,2019-06-30
정동초등학교,지진해일대피소,지진해일 긴급대피장소,기타,강원도 강릉시 강동면 정동진리 184,강원도 강릉시 강동면 정동진리 184,37.6876152,129.0334920,528,160,Y,033-640-5528,,정동진,,,,적용,1등급,300,10,,,,강릉시,033-640-5528,2019-06-30
고성산,지진해일대피소,지진해일 긴급대피장소,공터,강원도 강릉시 강동면 정동진리 300-2,강원도 강릉시 강동면 정동진리 300-2,37.690060,129.032624,396,120,Y,033-640-5569,,정동진,,,,미적용,,200,53,,,,강릉시,033-640-5569,2019-06-30
강인교회,지진해일대피소,지진해일 긴급대피장소,기타,강원도 강릉시 강동면 안인진리 270-18,강원도 강릉시 강동면 안인진리 270-18,37.727727,128.9826124,495,150,Y,033-640-5528,,안인,,,,적용,2등급,600,12,,,,강릉시,033-640-5528,2019-06-30
안인천주교회,지진해일대피소,지진해일 긴급대피장소,기타,강원도 강릉시 강동면 안인진리 213-1,강원도 강릉시 강동면 안인진리 213-1,37.730761,128.9862362682,330,100,Y,033-640-5528,,안인지구,,,,적용,2등급,500,12,,,,강릉시,033-640-5528,2019-06-30
봉화산,지진해일대피소,지진해일 긴급대피장소,공터,강원도 강릉시 강동면 안인진리 20-1,강원도 강릉시 강동면 안인진리 20-1,37.736653,128.986957,165,50,Y,033-640-5569,,안인,,,,미적용,,300,58,,,,강릉시,033-640-5569,2019-06-30
하시동2리 마을회관,지진해일대피소,지진해일 긴급대피장소,기타,강원도 강릉시 강동면 하시동리 56-1,강원도 강릉시 강동면 하시동리 56-1,37.7372176,128.972745,330,100,Y,033-640-5528,,안인,,,,적용,2등급,900,27,,,,강릉시,033-640-5528,2019-06-30
세인트컨벤션웨딩홀,지진해일대피소,지진해일 긴급대피장소,기타,강원도 강릉시 성덕동 42,강원도 강릉시 성덕동 42,37.765126,128.949709,6171,1870,Y,033-640-5528,,남항진,,,,적용,2등급,250,12,,,,강릉시,033-640-5528,2019-06-30
죽도봉,지진해일대피소,지진해일 긴급대피장소,공터,강원도 강릉시 송정동 11-1,강원도 강릉시 송정동 11-1,37.769769,128.951554,2640,800,Y,033-640-5569,,강릉항,,,,미적용,,200,33,,,,강릉시,033-640-5569,2019-06-30
송정해변 신도브래뉴아파트,지진해일대피소,지진해일 긴급대피장소,기타,강원도 강릉시 송정동 289,강원도 강릉시 송정동 289,37.775796,128.937913,11550,3500,Y,033-640-5528,,강릉항,,,,적용,1등급,350,6,,,,강릉시,033-640-5528,2019-06-30
강릉고등학교,지진해일대피소,지진해일 긴급대피장소,기타,강원도 강릉시 초당동 70,강원도 강릉시 초당동 70,37.7843703,128.9202334,28380,8600,Y,033-640-5527,,강문지구,,,,적용,2등급,550,6,,,,강릉시,033-640-5527,2019-06-30
강릉교회,지진해일대피소,지진해일 긴급대피장소,기타,강원도 강릉시 초당동 134,강원도 강릉시 초당동 134,37.7834238,128.9168205,11880,3600,Y,033-640-5526,,강문,,,,적용,2등급,100,6,,,,강릉시,033-640-5526,2019-06-30
경포현대호텔,지진해일대피소,지진해일 긴급대피장소,기타,강원도 강릉시 강문동 274-1,강원도 강릉시 강문동 274-1,37.7979577,128.9153587,2310,700,Y,033-640-5524,,경포지구,,,,적용,1등급,100,26,,,,강릉시,033-640-5524,2019-06-30
현대아파트 앞 야산,지진해일대피소,지진해일 긴급대피장소,공터,강원도 강릉시 경포동 산10,강원도 강릉시 경포동 산10,37.801328,128.899588,6600,2000,Y,033-640-5525,,경포,,,,미적용,,800,10,,,,강릉시,033-640-5525,2019-06-30
경포산장콘도,지진해일대피소,지진해일 긴급대피장소,기타,강원도 강릉시 경포동 50-2,강원도 강릉시 경포동 50-2,37.809654,128.900098,2640,800,Y,033-640-5523,,경포,,,,적용,1등급,300,23,,,,강릉시,033-640-5523,2019-06-30
장구바위 야산,지진해일대피소,지진해일 긴급대피장소,공터,강원도 강릉시 사천면 사천진리 266-25,강원도 강릉시 사천면 사천진리 266-25,37.840727,128.875957,990,300,Y,033-640-5521,,사천뒷불,,,,미적용,,420,10,,,,강릉시,033-640-5521,2019-06-30
강릉성결교회 부설 진리수양관,지진해일대피소,지진해일 긴급대피장소,기타,강원도 강릉시 사천면 사천진리 산72-1,강원도 강릉시 사천면 사천진리 산72-1,37.841737,128.868683,924,280,Y,033-640-5522,,사천뒷불,,,,적용,1등급,1100,10,,,,강릉시,033-640-5522,2019-06-30
강릉원주대학 해양생물연구교육센터,지진해일대피소,지진해일 긴급대피장소,기타,강원도 강릉시 사천면 사천진리 산5-3,강원도 강릉시 사천면 사천진리 산5-3,37.8512474,128.8611468,19470,5900,Y,033-640-5520,,동덕,,,,적용,1등급,150,7,,,,강릉시,033-640-5520,2019-06-30
육군1901부대 2대대,지진해일대피소,지진해일 긴급대피장소,공터,강원도 강릉시 연곡면 영진리 137,강원도 강릉시 연곡면 영진리 137,37.866883,128.847534,2310,700,Y,033-640-5519,,영진항,,,,미적용,,300,29,,,,강릉시,033-640-5519,2019-06-30
주문진성당,지진해일대피소,지진해일 긴급대피장소,기타,강원도 강릉시 주문진읍 교항리 산56,강원도 강릉시 주문진읍 교항리 산56,37.8853623,128.821923,990,300,Y,033-640-5518,,주문진항,,,,적용,2등급,500,20,,,,강릉시,033-640-5518,2019-06-30
주문진감리교회,지진해일대피소,지진해일 긴급대피장소,기타,강원도 강릉시 주문진읍 주문리 346-1,강원도 강릉시 주문진읍 주문리 346-1,37.893890,128.826370,1650,500,Y,033-640-5517,,주문진항,,,,적용,2등급,300,10,,,,강릉시,033-640-5517,2019-06-30
주영초등학교,지진해일대피소,지진해일 긴급대피장소,기타,강원도 강릉시 주문진읍 주문리 461,강원도 강릉시 주문진읍 주문리 461,37.8982351,128.8268918,1056,320,Y,033-640-5516,,주문진항,,,,적용,1등급,650,22,,,,강릉시,033-640-5516,2019-06-30
우일아파트 야산,지진해일대피소,지진해일 긴급대피장소,공터,강원도 강릉시 주문진읍 주문리 산96-1,강원도 강릉시 주문진읍 주문리 산96-1,37.904771,128.825099,2970,900,Y,033-640-5515,,주문진해변,,,,미적용,,200,24,,,,강릉시,033-640-5515,2019-06-30
소돌휴게소,지진해일대피소,지진해일 긴급대피장소,기타,강원도 강릉시 주문진읍 향호리 8-3,강원도 강릉시 주문진읍 향호리 8-3,37.9108642,128.8160805,1551,470,Y,033-640-5514,,주문진해변,,,,적용,2등급,250,19,,,,강릉시,033-640-5514,2019-06-30
지경야산,지진해일대피소,지진해일 긴급대피장소,공터,강원도 양양군 현남면 산 1,강원도 양양군 현남면 산 1,37.916940,128.798880,330,100,Y,033-670-2247,,"지경,원포지구",,,,미적용,,500,15,,,,양양군,033-670-2247,2019-06-30
원포야산,지진해일대피소,지진해일 긴급대피장소,공터,강원도 양양군 현남면 산78,강원도 양양군 현남면 산78,37.926660,128.793330,330,100,Y,033-670-2247,,"지경,원포지구",,,,미적용,,300,20,,,,양양군,033-670-2247,2019-06-30
인구야산,지진해일대피소,지진해일 긴급대피장소,공터,강원도 양양군 현남면 111,강원도 양양군 현남면 111,37.952206,128.765308,330,100,Y,033-670-2247,,"인구,광진지구",,,,미적용,,300,25,,,,양양군,033-670-2247,2019-06-30
광진리야산,지진해일대피소,지진해일 긴급대피장소,공터,강원도 양양군 현남면 광진리 51-1,강원도 양양군 현남면 광진리 51-1,37.955417,128.770439,330,100,Y,033-670-2247,,"인구,광진지구",,,,미적용,,100,15,,,,양양군,033-670-2247,2019-06-30
천주교야산,지진해일대피소,지진해일 긴급대피장소,공터,강원도 양양군 현남면 시변리 41-7,강원도 양양군 현남면 시변리 41-7,37.9702894,128.7598274,330,100,Y,033-670-2247,,"인구,광진지구",,,,미적용,,300,20,,,,양양군,033-670-2247,2019-06-30
동산리야산,지진해일대피소,지진해일 긴급대피장소,공터,강원도 양양군 현남면 동산리 58-1,강원도 양양군 현남면 동산리 58-1,37.980265,128.759085,330,100,Y,033-670-2247,,동산지구,,,,미적용,,250,25,,,,양양군,033-670-2247,2019-06-30
기사문리철뚝,지진해일대피소,지진해일 긴급대피장소,공터,강원도 양양군 현북면 산54-2,강원도 양양군 현북면 산54-2,38.005550,128.731110,990,300,Y,033-670-2247,,기사문지구,,,,미적용,,350,25,,,,양양군,033-670-2247,2019-06-30
하광정리 야산,지진해일대피소,지진해일 긴급대피장소,공터,강원도 양양군 현북면 하광정리 산19,강원도 양양군 현북면 하광정리 산19,38.0203556,128.7274714,1650,500,Y,033-670-2247,,하광정지구,,,,미적용,,350,30,,,,양양군,033-670-2247,2019-06-30
동호리공항도로,지진해일대피소,지진해일 긴급대피장소,공터,강원도 양양군 손양면 동호리 563-8,강원도 양양군 손양면 동호리 563-8,38.051380,128.682500,825,250,Y,033-670-2247,,동호지구,,,,미적용,,500,30,,,,양양군,033-670-2247,2019-06-30
동호리야산,지진해일대피소,지진해일 긴급대피장소,공터,강원도 양양군 손양면 산44,강원도 양양군 손양면 산44,38.055270,128.682220,825,250,Y,033-670-2247,,동호지구,,,,미적용,,250,30,,,,양양군,033-670-2247,2019-06-30
수산리야산,지진해일대피소,지진해일 긴급대피장소,공터,강원도 양양군 손양면 전20-2,강원도 양양군 손양면 전20-2,38.073330,128.674720,495,150,Y,033-670-2247,,수산지구,,,,미적용,,200,25,,,,양양군,033-670-2247,2019-06-30
수산리야산,지진해일대피소,지진해일 긴급대피장소,공터,강원도 양양군 손양면 산85-1,강원도 양양군 손양면 산85-1,38.076380,128.672770,495,150,Y,033-670-2247,,수산지구,,,,미적용,,200,25,,,,양양군,033-670-2247,2019-06-30
오산리야산,지진해일대피소,지진해일 긴급대피장소,공터,강원도 양양군 손양면 산81-1,강원도 양양군 손양면 산81-1,38.085830,128.665830,1650,500,Y,033-670-2247,,오산지구,,,,미적용,,100,25,,,,양양군,033-670-2247,2019-06-30
주청리야산,지진해일대피소,지진해일 긴급대피장소,공터,강원도 양양군 강현면 산6-1,강원도 양양군 강현면 산6-1,38.112342,128.629503,1650,500,Y,033-670-2247,,낙산지구,,,,미적용,,500,20,,,,양양군,033-670-2247,2019-06-30
전진리야산,지진해일대피소,지진해일 긴급대피장소,공터,강원도 양양군 강현면 산8-2,강원도 양양군 강현면 산8-2,38.119881,128.632258,1650,500,Y,033-670-2247,,낙산지구,,,,미적용,,150,30,,,,양양군,033-670-2247,2019-06-30
용호리 야산,지진해일대피소,지진해일 긴급대피장소,공터,강원도 양양군 강현면 용호리 산1-3,강원도 양양군 강현면 용호리 산1-3,38.131660,128.622770,990,300,Y,033-670-2247,,설악지구,,,,미적용,,100,25,,,,양양군,033-670-2247,2019-06-30
정암리 야산,지진해일대피소,지진해일 긴급대피장소,공터,강원도 양양군 강현면 정암리 산64-2,강원도 양양군 강현면 정암리 산64-2,38.137220,128.615000,660,200,Y,033-670-2247,,정암지구,,,,미적용,,300,20,,,,양양군,033-670-2247,2019-06-30
물치리 야산,지진해일대피소,지진해일 긴급대피장소,공터,강원도 양양군 강현면 물치리 산12,강원도 양양군 강현면 물치리 산12,38.153610,128.610270,990,300,Y,033-670-2247,,물치지구,,,,미적용,,170,15,,,,양양군,033-670-2247,2019-06-30
내물치 뒷산 고지대,지진해일대피소,지진해일 긴급대피장소,공터,강원도 속초시 대포동 내물치,강원도 속초시 대포동 내물치,38.165088,128.606948,2310,700,Y,033-639-2686,,대포지구,,,,미적용,,110,30,,,,속초시,033-639-2686,2019-06-30
할머니성황당고지대,지진해일대피소,지진해일 긴급대피장소,공터,강원도 속초시 대포동 대포항,강원도 속초시 대포동 대포항,38.171426,128.604650,3300,1000,Y,033-639-2685,,대포지구,,,,미적용,,90,23,,,,속초시,033-639-2685,2019-06-30
대포초등학교운동장,지진해일대피소,지진해일 긴급대피장소,운동장,강원도 속초시 대포동 350,강원도 속초시 대포동 350,38.1740080,128.6031973,2640,800,Y,033-635-3840,,대포지구,,,,미적용,,140,21,,,,삼척시,033-635-3840,2019-06-30
(구)대포정수장고지대,지진해일대피소,지진해일 긴급대피장소,공터,강원도 속초시 대포동 산 44,강원도 속초시 대포동 산 44,38.1788630,128.599959,1980,600,Y,033-639-2685,,청호3지구,,,,미적용,,580,60,,,,속초시,033-639-2685,2019-06-30
